,Summons Number,Plate ID,Issue Date,Violation code,Violation Description,Registration State,Vehicle Make,Vehicle Expiration Date,Vehicle Color,alert
218,7104778330,GRJ8550,10/14/2014,46A,Double Parking (Non-COM),NY,TOYOT,01/01/20160625 12:00:00 PM,DKR,0
219,8024520813,FZM1408,03/30/2015,38,Failure to Display Muni Rec,NY,CHEVR,01/01/20161126 12:00:00 PM,BK,0
220,7627892790,U23EHW,09/06/2014,37,Expired Muni Meter,NJ,TOYOT,01/01/88888888 12:00:00 PM,BLUE,0
221,8024605788,GGZ3988,01/22/2015,20A,No Parking (Non-COM),NY,SUBAR,01/01/20150630 12:00:00 PM,GREY,0
222,8024605788,GGZ3988,01/22/2015,20A,No Parking (Non-COM),NY,SUBAR,01/01/20150630 12:00:00 PM,GREY,0
223,8013621443,GTC3018,06/19/2015,21,No Parking (street clean),NY,HONDA,01/01/20161031 12:00:00 PM,SILVE,0
224,8041703914,GUR5549,06/04/2015,40,Fire Hydrant,NY,FORD,01/01/20170112 12:00:00 PM,GR,0
225,7728312510,GST3621,04/13/2015,46A,Double Parking (Non-COM),NY,HONDA,01/01/20160924 12:00:00 PM,SILVE,0
226,8006125521,EPH1959,02/11/2015,37,Expired Muni Meter,NY,AUDI,01/01/20150211 12:00:00 PM,GY,0
227,7434322792,91445JV,08/20/2014,19,No Stand (bus stop),NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
228,7133863881,GFG2881,07/08/2014,21,No Parking (street clean),NY,ME/BE,01/01/20150414 12:00:00 PM,BK,0
229,7081807252,DMN1071,05/15/2015,38,Failure to Display Muni Rec,NY,HYUND,01/01/20151211 12:00:00 PM,WH,0
230,7061409575,10490MA,10/08/2014,47,Double PKG-Midtown,NY,INTER,01/01/20160930 12:00:00 PM,BL,0
231,7687075663,P316XN,12/06/2014,21,No Parking (street clean),NY,HYUND,01/01/20141222 12:00:00 PM,BLUE,0
232,8011110550,FHN4516,03/11/2015,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20150617 12:00:00 PM,BK,0
233,7921831230,19122ME,02/04/2015,46B,Double Parking (Com-100Ft),NY,ME/BE,01/01/20160430 12:00:00 PM,WHITE,0
234,7993197405,GGA3607,07/25/2014,14,No Standing,NY,VOLKS,01/01/20160112 12:00:00 PM,GY,0
235,1358768511,GMZ5306,09/05/2014,,,NY,DODGE,01/01/20160309 12:00:00 PM,BLACK,0
236,1358768511,GMZ5306,09/05/2014,,,NY,DODGE,01/01/20160309 12:00:00 PM,BLACK,0
237,1358768511,GMZ5306,09/05/2014,,,NY,DODGE,01/01/20160309 12:00:00 PM,BLACK,0
238,7183564319,GEK9759,06/11/2015,21,No Parking (street clean),NY,LINCO,01/01/20170313 12:00:00 PM,BLACK,0
239,7800774284,GRJ9098,05/21/2015,21,No Parking (street clean),NY,TOYOT,01/01/20160716 12:00:00 PM,GY,0
240,7795957950,11391MB,10/30/2014,42,Exp. Muni-Mtr (Com. Mtr. Z),NY,MAZDA,01/01/20150531 12:00:00 PM,BK,0
241,8023517788,WILDLIFE,02/25/2015,38,Failure to Display Muni Rec,NY,BUICK,01/01/20160616 12:00:00 PM,WHITE,0
242,1374557584,ZEM1664,10/28/2014,,,NY,DODGE,01/01/20111122 12:00:00 PM,BROWN,0
243,1377624500,FXG1405,12/11/2014,,,NY,JEEP,01/01/20160129 12:00:00 PM,BLUE,0
244,8013770783,OXZ6251,03/10/2015,01,No Intercity Pmt Displ,NJ,NS/OT,01/01/88888888 12:00:00 PM,WHITE,0
245,7805788054,GNN6627,05/16/2015,71A,Insp Sticker Expired (NYS),NY,NISSA,01/01/20160323 12:00:00 PM,GY,0
246,7001069656,12855JY,11/19/2014,38,Failure to Display Muni Rec,NY,GMC,01/01/88888888 12:00:00 PM,WHITE,0
247,8018101103,XCDV20,12/10/2014,31,No Stand (Com. Mtr. Zone),NJ,SUZUK,01/01/88880088 12:00:00 PM,BLACK,0
248,8028205410,11723MC,03/16/2015,47,Double PKG-Midtown,NY,ISUZU,01/01/20160531 12:00:00 PM,WH,0
249,1368695504,T668612C,06/06/2015,,,NY,TOYOT,01/01/20160131 12:00:00 PM,BK,0
250,7895995923,XBXZ56,02/07/2015,14,No Standing,NJ,NS/OT,01/01/20150488 12:00:00 PM,WHITE,0
251,7774273955,JPR0739,01/08/2015,40,Fire Hydrant,PA,HONDA,01/01/20150888 12:00:00 PM,GREEN,0
252,7774273955,JPR0739,01/08/2015,40,Fire Hydrant,PA,HONDA,01/01/20150888 12:00:00 PM,GREEN,0
253,7562329904,18422ME,09/02/2014,16,No Std (Com Veh) Com Plate,NY,FORD,01/01/20160228 12:00:00 PM,BL,0
254,7856363423,T662614C,04/16/2015,20A,No Parking (Non-COM),NY,TOYOT,01/01/20151130 12:00:00 PM,GY,0
255,1363519013,FZA4038,10/19/2014,,,NY,TOYOT,01/01/20160429 12:00:00 PM,BK,0
256,7734643395,T632467C,02/07/2015,71A,Insp Sticker Expired (NYS),NY,TOYOT,01/01/20150630 12:00:00 PM,BLACK,0
257,8015682502,60266JY,06/16/2015,14,No Standing,NY,INTER,01/01/20160228 12:00:00 PM,WH,0
258,7915742360,1958563,06/13/2015,66,Detached Trailer,ME,NS/OT,01/01/20160288 12:00:00 PM,WHITE,0
259,8046300172,EWN5608,06/11/2015,21,No Parking (street clean),NY,TOYOT,01/01/20160113 12:00:00 PM,GY,0
260,7045028465,8AHSX6,07/22/2014,31,No Stand (Com. Mtr. Zone),CT,JEEP,01/01/20140088 12:00:00 PM,BLACK,0
261,7397458105,EYA3659,09/23/2014,21,No Parking (street clean),NY,ISUZU,01/01/20160401 12:00:00 PM,WH,0
262,1371318785,T429608C,10/31/2014,,,NY,LINCO,01/01/20141130 12:00:00 PM,BK,0
263,7559905602,DRG4118,12/16/2014,71A,Insp Sticker Expired (NYS),NY,TOYOT,01/01/20160605 12:00:00 PM,GY,0
264,7381022977,1AW4786,08/27/2014,21,No Parking (street clean),MD,TOYOT,01/01/20160988 12:00:00 PM,GREEN,0
265,7620460573,JLM6347,12/30/2014,40,Fire Hydrant,PA,HYUND,01/01/20140088 12:00:00 PM,GREY,0
266,7620460573,JLM6347,12/30/2014,40,Fire Hydrant,PA,HYUND,01/01/20140088 12:00:00 PM,GREY,0
267,7505150315,GDM8644,05/19/2015,71A,Insp Sticker Expired (NYS),NY,HONDA,01/01/20170114 12:00:00 PM,GY,0
268,7980229782,W201650C,03/07/2015,46A,Double Parking (Non-COM),NY,FORD,01/01/20150331 12:00:00 PM,BLACK,0
269,1384000598,22683MA,05/13/2015,,,NY,MITSU,01/01/20160630 12:00:00 PM,WH,0
270,1372675024,20241JV,08/18/2014,,,99,FORD,01/01/20151231 12:00:00 PM,YELL,0
271,1379435730,FSW8153,02/11/2015,,,NY,FORD,01/01/20150217 12:00:00 PM,BLACK,0
272,7795962671,62976JM,12/06/2014,14,No Standing,NY,INTER,01/01/88888888 12:00:00 PM,BROWN,0
273,8046007018,ELC5456,06/15/2015,21,No Parking (street clean),NY,BMW,01/01/20160815 12:00:00 PM,GREY,0
274,8026007633,50040MC,06/09/2015,40,Fire Hydrant,NY,CHEVR,01/01/20160630 12:00:00 PM,WH,0
275,7115011096,DLZ5295,12/17/2014,31,No Stand (Com. Mtr. Zone),PA,TOYOT,01/01/20150488 12:00:00 PM,GREY,0
276,7009175263,GMA9476,05/09/2015,38,Failure to Display Muni Rec,NY,FORD,01/01/20160106 12:00:00 PM,BR,0
277,7829591027,44741JA,06/15/2015,69,Failure to Disp Muni Recpt,NY,GMC,01/01/20150731 12:00:00 PM,WHITE,0
278,1377622915,GBP8250,01/28/2015,,,NY,FORD,01/01/20160930 12:00:00 PM,WH,0
279,7335946074,2028688,01/22/2015,14,No Standing,IN,FRUEH,01/01/20150088 12:00:00 PM,OTHER,0
280,7335946074,2028688,01/22/2015,14,No Standing,IN,FRUEH,01/01/20150088 12:00:00 PM,OTHER,0
281,7345472231,79648JV,02/06/2015,14,No Standing,NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
282,7988254406,69462MC,09/12/2014,40,Fire Hydrant,NY,DODGE,01/01/20160630 12:00:00 PM,YW,0
283,7908799978,87668MC,04/09/2015,31,No Stand (Com. Mtr. Zone),NY,TOYOT,01/01/20161130 12:00:00 PM,GY,0
284,7123309534,FWT2202,05/06/2015,21,No Parking (street clean),NY,FIAT,01/01/20161001 12:00:00 PM,BL,0
285,7103532199,CVK4131,04/04/2015,38,Failure to Display Muni Rec,NY,DODGE,01/01/20160509 12:00:00 PM,GY,0
286,7713943171,ZNC25T,10/01/2014,51,Sidewalk,NJ,JEEP,01/01/88888888 12:00:00 PM,BLACK,0
287,7307968198,EPU1676,06/27/2015,21,No Parking (street clean),NY,HONDA,01/01/20170330 12:00:00 PM,BL,0
288,7020577465,GRD2932,02/28/2015,71A,Insp Sticker Expired (NYS),NY,NISSA,01/01/20160910 12:00:00 PM,GY,0
289,7577494434,DWF5385,07/28/2014,71A,Insp Sticker Expired (NYS),NY,PONTI,01/01/20141214 12:00:00 PM,GY,0
290,7751536111,FAM9241,12/15/2014,14,No Standing,NY,ME/BE,01/01/20160601 12:00:00 PM,BK,0
291,7096357786,FEJ9189,09/16/2014,70A,Reg. Sticker Expired (NYS),NY,NISSA,01/01/20140909 12:00:00 PM,WH,0
292,1381301319,63377JL,03/25/2014,,,NY,FORD,01/01/20170131 12:00:00 PM,WH,0
293,8021519101,FFV6244,05/12/2015,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20170217 12:00:00 PM,BK,0
294,8000199178,A83VLJ,12/05/2014,21,No Parking (street clean),FL,HYUND,01/01/20040988 12:00:00 PM,SILVE,0
295,7577981011,JTM8330,03/11/2015,14,No Standing,PA,DODGE,01/01/20150088 12:00:00 PM,GREY,0
296,7954229713,559YJE,06/20/2015,51,Sidewalk,ID,INFIN,01/01/88880088 12:00:00 PM,SILVE,0
297,8006806809,T93DYL,07/29/2014,14,No Standing,NJ,ME/BE,01/01/88888888 12:00:00 PM,WHITE,0
298,8017382406,EGA7421,06/08/2015,21,No Parking (street clean),NY,HONDA,01/01/20160205 12:00:00 PM,GY,0
299,7577999090,2028134,05/27/2015,14,No Standing,IN,FRUEH,01/01/20150088 12:00:00 PM,WHITE,0
300,7989031991,96130MB,08/12/2014,38,Failure to Display Muni Rec,NY,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
301,7701949823,GCZ9069,10/27/2014,37,Expired Muni Meter,NY,LEXUS,01/01/20141209 12:00:00 PM,BK,0
302,8011232496,4BT0407,05/02/2015,14,No Standing,MD,MAZDA,01/01/20161188 12:00:00 PM,GREY,0
303,7029065177,418HNV,10/03/2014,37,Expired Muni Meter,FL,TOYOT,01/01/20150988 12:00:00 PM,GREY,0
304,8022066254,GWF8768,03/11/2015,21,No Parking (street clean),NY,CHRYS,01/01/20150415 12:00:00 PM,RED,0
305,7510349539,KK582B,11/03/2014,21,No Parking (street clean),MD,VOLKS,01/01/20140088 12:00:00 PM,WHITE,0
306,7508746788,83546JU,05/08/2015,46B,Double Parking (Com-100Ft),NY,FORD,01/01/20160531 12:00:00 PM,BLACK,0
307,8008246972,GZM8302,02/05/2015,14,No Standing,PA,TOYOT,01/01/20150088 12:00:00 PM,GOLD,0
308,8017566244,HRP9447,03/16/2015,38,Failure to Display Muni Rec,PA,HONDA,01/01/20141188 12:00:00 PM,GREY,0
309,1382798489,GNW6965,05/12/2015,,,NY,NISSA,01/01/20160404 12:00:00 PM,SILVE,0
310,8015667458,13026JY,04/07/2015,14,No Standing,NY,GMC,01/01/88888888 12:00:00 PM,WHITE,0
311,8031556349,AH213R,04/22/2015,67,Blocking Ped. Ramp,NJ,MACK,01/01/88888888 12:00:00 PM,WHITE,0
312,7882355409,16157MC,04/15/2015,69,Failure to Disp Muni Recpt,NY,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
313,7253926912,GRS8571,11/26/2014,37,Expired Muni Meter,NY,KIA,01/01/20150930 12:00:00 PM,GY,0
314,7982395491,651B1W,02/03/2015,10,No Stopping,MI,INTER,01/01/20150088 12:00:00 PM,WHITE,0
315,7706979374,GVL6702,04/21/2015,98,Obstructing Driveway,NY,CHRYS,01/01/20170105 12:00:00 PM,BL,0
316,7926371038,2197027,04/03/2015,84,Platform lifts in low posit,IN,HINO,01/01/88880088 12:00:00 PM,WHITE,0
317,8006726371,XX167U,10/02/2014,48,Bike Lane,NJ,ISUZU,01/01/88880088 12:00:00 PM,WHITE,0
318,8030470393,GMB1289,05/10/2015,20A,No Parking (Non-COM),NY,HONDA,01/01/20160323 12:00:00 PM,WH,0
319,7591237123,GMV6261,08/07/2014,17,No Stand (exc auth veh),NY,TOYOT,01/01/20160227 12:00:00 PM,BL,0
320,8003790359,GPP9583,05/22/2015,38,Failure to Display Muni Rec,NY,FORD,01/01/20160803 12:00:00 PM,BL,0
321,8008006821,363DDB,08/30/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/20160726 12:00:00 PM,WH,0
322,7889158350,60699MD,01/02/2015,17,No Stand (exc auth veh),NY,MITSU,01/01/20151003 12:00:00 PM,WH,0
323,7889158350,60699MD,01/02/2015,17,No Stand (exc auth veh),NY,MITSU,01/01/20151003 12:00:00 PM,WH,0
324,7528370009,CSK8388,09/05/2014,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20151024 12:00:00 PM,BL,0
325,7213465983,DGB7560,11/11/2014,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20150814 12:00:00 PM,BLACK,1
326,8002359495,18017MB,03/31/2015,38,Failure to Display Muni Rec,NY,WO/C,01/01/20161031 12:00:00 PM,WH,0
327,7441196024,DUZ9250,02/15/2015,19,No Stand (bus stop),NY,ACURA,01/01/20161222 12:00:00 PM,GY,0
328,7326725159,CMT5588,10/15/2014,38,Failure to Display Muni Rec,NY,HONDA,01/01/20150709 12:00:00 PM,GR,0
329,8004068698,GMK4541,10/30/2014,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20160122 12:00:00 PM,GREY,0
330,8008161759,DGP2792,09/08/2014,71A,Insp Sticker Expired (NYS),NY,SATUR,01/01/20150604 12:00:00 PM,GY,0
331,7390753456,41655JM,12/19/2014,47,Double PKG-Midtown,NY,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
332,1371574807,EMW7828,09/06/2014,,,NY,LINCO,01/01/20141229 12:00:00 PM,BK,0
333,7432727600,DHW1179,01/07/2015,71A,Insp Sticker Expired (NYS),NY,ACURA,01/01/20150726 12:00:00 PM,GY,0
334,7432727600,DHW1179,01/07/2015,71A,Insp Sticker Expired (NYS),NY,ACURA,01/01/20150726 12:00:00 PM,GY,0
335,7071181949,FZB1147,05/13/2015,14,No Standing,NY,BMW,01/01/20160418 12:00:00 PM,BL,0
336,7641576990,T627030C,01/09/2015,21,No Parking (street clean),NY,LEXUS,01/01/88888888 12:00:00 PM,BLACK,0
337,7641576990,T627030C,01/09/2015,21,No Parking (street clean),NY,LEXUS,01/01/88888888 12:00:00 PM,BLACK,0
338,7706980145,FJA3041,04/24/2015,38,Failure to Display Muni Rec,NY,INFIN,01/01/20161214 12:00:00 PM,BK,0
339,8001238106,YXD1245,11/07/2014,20,No Parking (Com Plate),PA,CHEVR,01/01/20140788 12:00:00 PM,BROWN,0
340,7006646352,EAD3448,05/16/2015,37,Expired Muni Meter,NY,NISSA,01/01/20150617 12:00:00 PM,BK,0
341,7516718580,62669JM,01/09/2015,19,No Stand (bus stop),NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
342,7516718580,62669JM,01/09/2015,19,No Stand (bus stop),NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
343,7513502330,M23CNC,11/03/2014,19,No Stand (bus stop),NJ,SUBAR,01/01/88888888 12:00:00 PM,BLACK,0
344,7713884014,84251W,06/30/2015,19,No Stand (bus stop),WI,INTER,01/01/20150988 12:00:00 PM,WHITE,0
345,8011559035,GNB8573,10/29/2014,37,Expired Muni Meter,NY,NISSA,01/01/20160506 12:00:00 PM,WHITE,0
346,7059017331,XAET38,09/26/2014,50,Crosswalk,NJ,FRUEH,01/01/88880088 12:00:00 PM,SILVE,0
347,7618227093,6L90B,07/13/2014,19,No Stand (bus stop),NY,FORD,01/01/20150228 12:00:00 PM,YW,0
348,7744238217,8135824,08/23/2014,38,Failure to Display Muni Rec,NY,ACURA,01/01/20160228 12:00:00 PM,BLACK,0
349,8026067162,GFR2116,04/29/2015,70A,Reg. Sticker Expired (NYS),NY,CHEVR,01/01/20150418 12:00:00 PM,GL,0
350,7861455567,37164MD,02/10/2015,47,Double PKG-Midtown,NY,HINO,01/01/20150430 12:00:00 PM,WH,0
351,7504767955,19860PC,11/07/2014,61,Wrong Way,NY,MACK,01/01/20150531 12:00:00 PM,GREY,0
352,7097497075,876ZVA,06/20/2015,37,Expired Muni Meter,CT,TOYOT,01/01/20150088 12:00:00 PM,BLACK,0
353,7358729493,K64DFL,09/05/2014,21,No Parking (street clean),NJ,TOYOT,01/01/88888888 12:00:00 PM,BLACK,0
354,8023548505,DFZ4515,05/28/2015,21,No Parking (street clean),PA,JEEP,01/01/20150988 12:00:00 PM,BROWN,0
355,8024110246,FWG1552,04/11/2015,37,Expired Muni Meter,NY,ME/BE,01/01/20150514 12:00:00 PM,WHITE,0
356,7766951332,ESW6983,08/19/2014,71A,Insp Sticker Expired (NYS),NY,NISSA,01/01/20150615 12:00:00 PM,WH,0
357,7075789247,231YXR,05/19/2015,21,No Parking (street clean),CO,NISSA,01/01/88880088 12:00:00 PM,GREY,0
358,7951984966,XAHT15,12/05/2014,37,Expired Muni Meter,NJ,FORD,01/01/20140088 12:00:00 PM,WHITE,0
359,8007126922,FMS8177,11/18/2014,21,No Parking (street clean),NY,NISSA,01/01/20150716 12:00:00 PM,GY,0
360,8006882691,4V17A,05/21/2015,38,Failure to Display Muni Rec,NY,FORD,01/01/20151130 12:00:00 PM,YW,0
361,7753945786,BYN2920,10/11/2014,70A,Reg. Sticker Expired (NYS),NY,TOYOT,01/01/20141002 12:00:00 PM,SILVE,0
362,7791578517,6CC359,08/16/2014,38,Failure to Display Muni Rec,CT,TOYOT,01/01/88880088 12:00:00 PM,WHITE,0
363,7423492711,18397KA,05/30/2015,20,No Parking (Com Plate),NY,FORD,01/01/20151231 12:00:00 PM,WH,0
364,8007668858,GPU2013,10/19/2014,20A,No Parking (Non-COM),NY,MAZDA,01/01/20160528 12:00:00 PM,LTG,0
365,7443564995,T665434C,04/28/2015,21,No Parking (street clean),NY,HONDA,01/01/20151231 12:00:00 PM,BK,0
366,7085080607,DZT8118,09/24/2014,37,Expired Muni Meter,NY,HONDA,01/01/20150429 12:00:00 PM,BLUE,0
367,7981061910,FXD1609,11/03/2014,21,No Parking (street clean),NY,FORD,01/01/20160122 12:00:00 PM,RED,0
368,7463999737,573NIV,02/28/2015,39,Overtime PKG-Time Limt Post,FL,VOLKS,01/01/20150101 12:00:00 PM,RED,0
369,8022051652,287FW5,02/03/2015,14,No Standing,MA,FORD,01/01/20160588 12:00:00 PM,BLACK,0
370,8020827833,DY7092,03/30/2015,14,No Standing,DC,VOLKS,01/01/20151288 12:00:00 PM,BLACK,0
371,7909145706,8AHWF7,01/12/2015,17,No Stand (exc auth veh),CT,VOLKS,01/01/20150088 12:00:00 PM,GREY,0
372,7909145706,8AHWF7,01/12/2015,17,No Stand (exc auth veh),CT,VOLKS,01/01/20150088 12:00:00 PM,GREY,0
373,8012826355,GMD9390,12/13/2014,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20151130 12:00:00 PM,GY,0
374,7287095506,54736MC,09/15/2014,16,No Std (Com Veh) Com Plate,NY,FORD,01/01/20140930 12:00:00 PM,WH,0
375,7695571120,AYW5237,06/28/2014,38,Failure to Display Muni Rec,NY,JEEP,01/01/20160406 12:00:00 PM,MR,0
376,8015911990,684ZBG,12/14/2014,20A,No Parking (Non-COM),CT,NISSA,01/01/20140088 12:00:00 PM,BROWN,0
377,1367765997,GAM9760,08/02/2014,,,NY,MERCU,01/01/20140618 12:00:00 PM,TAN,0
378,7291932865,64533JW,01/30/2015,38,Failure to Display Muni Rec,NY,FORD,01/01/20161130 12:00:00 PM,WH,0
379,7336342942,XAYE76,10/02/2014,14,No Standing,NJ,FORD,01/01/88880088 12:00:00 PM,WHITE,0
380,7573191200,GEP7959,07/15/2014,38,Failure to Display Muni Rec,NY,LEXUS,01/01/20150206 12:00:00 PM,GY,0
381,7979911155,FAW5692,07/16/2014,20A,No Parking (Non-COM),NY,PONTI,01/01/20160518 12:00:00 PM,GY,0
382,8012890112,GVV7509,04/07/2015,70A,Reg. Sticker Expired (NYS),NY,NISSA,01/01/20150202 12:00:00 PM,SILVE,0
383,1369525564,GMR1739,09/17/2014,,,NY,DODGE,01/01/20160310 12:00:00 PM,,1
384,1369525564,GMR1739,09/17/2014,,,NY,DODGE,01/01/20160310 12:00:00 PM,,0
385,1354378428,FYT8000,08/10/2014,,,NY,DODGE,01/01/20160501 12:00:00 PM,BK,0
386,7931443457,8KHC57,06/10/2015,20A,No Parking (Non-COM),MI,LINCO,01/01/20150088 12:00:00 PM,BLACK,0
387,8029900776,13666MD,04/07/2015,69,Failure to Disp Muni Recpt,NY,KENWO,01/01/20160331 12:00:00 PM,RD,0
388,7310199236,FSL1912,11/11/2014,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20160131 12:00:00 PM,BK,0
389,7947561310,67730MC,08/19/2014,51,Sidewalk,NY,INTER,01/01/20141231 12:00:00 PM,WHITE,0
390,7032942489,2SW871,08/08/2014,84,Platform lifts in low posit,OK,INTER,01/01/88880088 12:00:00 PM,WHITE,0
391,8007288727,YPE46L,03/23/2015,38,Failure to Display Muni Rec,NJ,TOYOT,01/01/88888888 12:00:00 PM,BLACK,0
392,7616862690,L32EDD,04/06/2015,14,No Standing,NJ,HONDA,01/01/88888888 12:00:00 PM,WHITE,0
393,8017965450,EMB9488,03/09/2015,40,Fire Hydrant,NY,SUBAR,01/01/20161109 12:00:00 PM,GY,0
394,8005013929,FRZ7925,08/28/2014,38,Failure to Display Muni Rec,NY,JEEP,01/01/20151017 12:00:00 PM,BK,0
395,7187173015,41825JX,12/20/2014,53,Safety Zone,NY,WORKH,01/01/88888888 12:00:00 PM,BROWN,0
396,8027900840,85027JW,06/30/2015,20,No Parking (Com Plate),NY,CHEVR,01/01/20170331 12:00:00 PM,WH,0
397,7706758230,FYC8013,03/25/2015,21,No Parking (street clean),NY,BMW,01/01/20160531 12:00:00 PM,WH,0
398,7758799413,47803MG,06/04/2015,78,Nighttime PKG on Res Street,NY,FRUEH,01/01/20170531 12:00:00 PM,WH,1
399,7094282886,N359846,10/25/2014,37,Expired Muni Meter,CA,VOLKS,01/01/20140088 12:00:00 PM,SILVE,0
400,7760738833,40810ME,09/02/2014,21,No Parking (street clean),NY,FORD,01/01/20160131 12:00:00 PM,WH,0
401,7210732482,75086JX,10/24/2014,38,Failure to Display Muni Rec,NY,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
402,7099083820,FDY2316,08/15/2014,70A,Reg. Sticker Expired (NYS),NY,HONDA,01/01/20140810 12:00:00 PM,BLACK,0
403,7320347957,GEM5117,01/29/2015,37,Expired Muni Meter,NY,BMW,01/01/20150117 12:00:00 PM,BL,0
404,7689179794,JYC45W,09/10/2014,21,No Parking (street clean),NJ,JEEP,01/01/88888888 12:00:00 PM,GREEN,0
405,8020715150,GST5375,04/14/2015,20A,No Parking (Non-COM),NY,HONDA,01/01/20150516 12:00:00 PM,GY,0
406,8005123188,T460995C,02/10/2015,20A,No Parking (Non-COM),NY,LINCO,01/01/20150228 12:00:00 PM,BK,0
407,8022307713,GUW9545,03/16/2015,74A,Improperly Displayed Plate,NY,DODGE,01/01/20150524 12:00:00 PM,YW,0
408,7083840570,GKA2819,12/30/2014,38,Failure to Display Muni Rec,NY,GMC,01/01/20151029 12:00:00 PM,BK,0
409,7083840570,GKA2819,12/30/2014,38,Failure to Display Muni Rec,NY,GMC,01/01/20151029 12:00:00 PM,BK,0
410,7628662766,XBFC41,03/17/2015,37,Expired Muni Meter,NJ,TOYOT,01/01/88888888 12:00:00 PM,GREY,0
411,8016860760,GPF1941,05/04/2015,21,No Parking (street clean),NY,CHRYS,01/01/20160511 12:00:00 PM,GL,0
412,8043162864,28933AT,05/06/2015,14,No Standing,NY,FORD,01/01/20160630 12:00:00 PM,YW,0
413,7428334640,33724PC,03/20/2015,84,Platform lifts in low posit,NY,HINO,01/01/20150331 12:00:00 PM,WHITE,0
414,7128344275,GPT5690,08/02/2014,70,Reg. Sticker Missing (NYS),NY,CHEVR,01/01/88888888 12:00:00 PM,RED,0
415,7907418732,E50EHL,02/25/2015,14,No Standing,NJ,KIA,01/01/88888888 12:00:00 PM,GREY,0
416,7785942171,45621MB,01/30/2015,38,Failure to Display Muni Rec,NY,FRUEH,01/01/20150831 12:00:00 PM,WH,0
417,1375795594,GUU9721,12/07/2014,,,NY,FORD,01/01/20161204 12:00:00 PM,BLUE,0
418,1375795594,GUU9721,12/07/2014,,,NY,FORD,01/01/20161204 12:00:00 PM,BLUE,0
419,8001783911,GEF9998,01/28/2015,50,Crosswalk,NY,FORD,01/01/20150528 12:00:00 PM,BK,0
420,7053439355,32751JZ,10/01/2014,19,No Stand (bus stop),NY,WORKH,01/01/88888888 12:00:00 PM,BROWN,0
421,7473475680,88123,02/16/2015,38,Failure to Display Muni Rec,NY,BMW,01/01/20160816 12:00:00 PM,WH,0
422,7063796513,GMW8134,07/27/2014,20A,No Parking (Non-COM),NY,VOLKS,01/01/20160425 12:00:00 PM,BL,0
423,1382686481,DKT4456,06/06/2015,,,NY,LEXUS,01/01/20151127 12:00:00 PM,GRY,0
424,8035902740,GGF5116,06/06/2015,40,Fire Hydrant,NY,ACURA,01/01/20170616 12:00:00 PM,WH,0
425,7803230696,GJN1298,05/16/2015,20A,No Parking (Non-COM),NY,SATUR,01/01/20151003 12:00:00 PM,BK,0
426,8004073153,DLV3048,12/09/2014,37,Expired Muni Meter,NY,BMW,01/01/20151219 12:00:00 PM,WH,0
427,7882331790,47830MD,10/14/2014,14,No Standing,NY,PETER,01/01/20150430 12:00:00 PM,WHITE,0
428,8027365340,EAD9620,05/04/2015,70A,Reg. Sticker Expired (NYS),NY,HONDA,01/01/20150501 12:00:00 PM,GY,0
429,8044001293,5972UK,05/15/2015,21,No Parking (street clean),ME,VOLVO,01/01/20151088 12:00:00 PM,BLACK,0
430,7855130603,62985JM,07/14/2014,69,Failure to Disp Muni Recpt,NY,GMC,01/01/88888888 12:00:00 PM,BROWN,0
431,7788796694,JFD0543,06/22/2015,21,No Parking (street clean),PA,FORD,01/01/20150088 12:00:00 PM,WHITE,0
432,7734644326,32858ME,02/12/2015,38,Failure to Display Muni Rec,NY,GMC,01/01/20160306 12:00:00 PM,BLUE,0
433,7858362586,31197AV,06/12/2015,14,No Standing,NY,FORD,01/01/20160430 12:00:00 PM,WH,0
434,7787564386,EJK4266,07/21/2014,21,No Parking (street clean),NY,CHEVR,01/01/20160608 12:00:00 PM,GREY,0
435,7793556008,29410MD,09/13/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/20150228 12:00:00 PM,WH,0
436,7118344308,FDY9120,10/15/2014,37,Expired Muni Meter,NY,CHRYS,01/01/20160923 12:00:00 PM,GL,0
437,1382830002,048WSE,06/11/2015,,,FL,TOYOT,01/01/20151231 12:00:00 PM,GREY,0
438,7098643798,3LCP80,04/09/2015,37,Expired Muni Meter,MA,NISSA,01/01/20150088 12:00:00 PM,GREY,0
439,7057886445,93832JZ,08/01/2014,21,No Parking (street clean),NY,GMC,01/01/88888888 12:00:00 PM,WHITE,0
